"","V1","V2","V3","V4","V5"
"421","varprop","0.127294868956917","83.5989956824911","500","1"
"422","vargam","0.134790059995766","65.2825532871922","500","1"
"423","movblk","0.0989012659594412","64.9519228362184","500","1"
"424","movblk.du","0.0391535940899326","25.7135355894517","500","1"
"425","pointest","656.734999356376",NA,"500","1"
"426","varprop","0.119809380816397","62.5551616279017","500","1"
"427","vargam","0.131612002130162","49.0214831929048","500","1"
"428","movblk","0.0963324430496587","50.2973265024773","500","1"
"429","movblk.du","0.0345319192129775","18.0298885861014","500","1"
"430","pointest","522.122401448383",NA,"500","1"
"431","varprop","0.119707998630814","70.9501916642436","500","1"
"432","vargam","0.114495452832501","55.1263962640252","500","1"
"433","movblk","0.0732832390613629","43.4345233121449","500","1"
"434","movblk.du","0.0374179571437454","22.1773921659219","500","1"
"435","pointest","592.693825606909",NA,"500","1"
"436","varprop","0.12283520933606","45.1202576860302","500","1"
"437","vargam","0.157258084808532","35.5289001972098","500","1"
